content_id,client_id,baseline_score,baseline_action,baseline_reason_code,avg_position,days_since_last_update,ctr,word_count,impressions_90d
content_26a362d58b56,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,8.2,104,0.0,2938.0,241
content_6361dad74241,client_3fdba35f04,75,rewrite metadata,LOW_CTR_ON_PAGE_1,5.0,104,0.0,1609.0,292
content_756881a4736b,client_4e07408562,75,rewrite metadata,LOW_CTR_ON_PAGE_1,8.9,104,0.0,,1122
content_d69bc5c25a3b,client_19581e27de,75,expand,STRIKING_THIN_CONTENT,11.2,104,0.64,,628
content_73e2c9f3c324,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,7.7,104,0.0,,668
content_ba9bdb9b0c50,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,14.6,104,0.38,4829.0,2610
content_341a553052db,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,11.6,104,0.0,3964.0,488
content_3af31d1fea99,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,5.9,104,0.1,,20265
content_f6c4f4af5cac,client_3fdba35f04,75,refresh,STRIKING_STALE_CONTENT,12.9,104,0.0,1458.0,563
content_785bda34d3a0,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,16.1,104,0.07,6989.0,2798
content_bac21f8bd36d,client_3fdba35f04,75,rewrite metadata,LOW_CTR_ON_PAGE_1,9.2,104,0.0,1684.0,361
content_6e8fe8a8ac4b,client_19581e27de,75,expand,STRIKING_THIN_CONTENT,15.2,104,0.24,,1693
content_fe7dde64d54f,client_6208ef0f77,75,rewrite metadata,LOW_CTR_ON_PAGE_1,8.8,104,0.52,3201.0,16848
content_083df197314d,client_4ec9599fc2,75,prune,LOW_IMPRESSIONS_OLD_PAGE,15.0,104,0.0,1071.0,4
content_e4c73b5f7673,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,5.4,104,0.24,,2862
content_0bf2fd95a906,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,6.1,104,0.03,,3508
content_172c5a7e928d,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,6.6,104,0.0,,78
content_b18a742c7bca,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,6.6,104,0.36,,563
content_69fd67402908,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,5.0,104,0.7,,143
content_e8c1f6c1859e,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,8.2,104,0.0,,53
content_d700ff22181f,client_8527a891e2,75,refresh,STRIKING_STALE_CONTENT,10.7,104,0.0,1305.0,66
content_289b7704a2bf,client_3fdba35f04,75,rewrite metadata,LOW_CTR_ON_PAGE_1,4.3,104,0.43,1288.0,12758
content_fc613a537e6c,client_3fdba35f04,75,rewrite metadata,LOW_CTR_ON_PAGE_1,9.2,104,0.36,1324.0,3643
content_3d89621f8a43,client_19581e27de,75,expand,STRIKING_THIN_CONTENT,11.3,104,0.0,,165
content_9d025970ab02,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,5.7,104,0.2,,12973
content_f15f55bda4af,client_3fdba35f04,75,rewrite metadata,LOW_CTR_ON_PAGE_1,6.7,104,0.11,1512.0,917
content_7d48cae84540,client_19581e27de,75,expand,STRIKING_THIN_CONTENT,19.7,104,0.0,,479
content_e1c4ba5e60e4,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,6.0,104,0.38,,781
content_4346a475a0a5,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,6.2,104,0.13,,11866
content_5fa2c74ef8b8,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,4.0,104,0.74,,18601
content_527ffc722c4d,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,8.6,104,0.16,,4273
content_edea39daa1db,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,3.6,104,0.12,,9807
content_46c181b8b28c,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,9.4,104,0.14,,6311
content_45c46ffdfc85,client_3fdba35f04,75,refresh,STRIKING_STALE_CONTENT,17.1,104,0.0,1479.0,728
content_fa214adce930,client_3fdba35f04,75,refresh,STRIKING_STALE_CONTENT,12.8,104,0.13,1469.0,769
content_754c0acf2e40,client_4e07408562,75,expand,STRIKING_THIN_CONTENT,17.5,104,0.09,,1076
content_f511aa26fadf,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,8.5,104,0.0,,375
content_a9042621285b,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,17.1,104,0.1,5115.0,996
content_2f4a8bd98509,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,11.5,104,0.2,6079.0,1481
content_a814127a0276,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,17.3,104,0.29,5054.0,13478
content_b9a3ac610c64,client_8527a891e2,75,rewrite metadata,LOW_CTR_ON_PAGE_1,8.2,104,0.18,3687.0,4350
content_878a1fe12fe5,client_02d20bbd7e,75,prune,LOW_IMPRESSIONS_OLD_PAGE,4.9,104,0.0,1992.0,7
content_6690b79ae4d0,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,16.3,104,0.5,6865.0,1784
content_396019fec61a,client_4e07408562,75,rewrite metadata,LOW_CTR_ON_PAGE_1,3.8,104,0.09,,83362
content_67bcb7d57c1d,client_19581e27de,75,expand,STRIKING_THIN_CONTENT,12.9,104,0.72,,416
content_f948a5092ae6,client_4ec9599fc2,75,expand,STRIKING_THIN_CONTENT,18.8,104,0.46,,216
content_93756454f19c,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,4.2,104,0.16,,3781
content_7ad4ceec8145,client_19581e27de,75,expand,STRIKING_THIN_CONTENT,15.5,104,0.0,,242
content_27ab2be7b32f,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,5.0,104,0.25,,6755
content_ff9511e0254e,client_4e07408562,75,rewrite metadata,LOW_CTR_ON_PAGE_1,8.7,104,0.6,,1844
content_f61e4681eb8a,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,4.4,104,0.2,,13224
content_dc86a0c215e4,client_3fdba35f04,75,refresh,STRIKING_STALE_CONTENT,18.3,104,0.0,1389.0,95
content_f3f6bdc23b51,client_4e07408562,75,rewrite metadata,LOW_CTR_ON_PAGE_1,4.7,104,0.37,1658.0,44952
content_69db4dab53e2,client_19581e27de,75,refresh,STRIKING_STALE_CONTENT,13.8,104,0.0,2444.0,382
content_db11fad33aad,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,4.5,104,0.32,,18391
content_fb9c3fb3e755,client_02d20bbd7e,75,refresh,STRIKING_STALE_CONTENT,16.0,104,0.0,1448.0,111
content_f273c7805fb9,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,3.3,104,0.57,,6505
content_1ed6578b5a23,client_19581e27de,75,expand,STRIKING_THIN_CONTENT,15.7,104,0.53,,1328
content_69505ac56875,client_8722616204,75,rewrite metadata,LOW_CTR_ON_PAGE_1,9.4,104,0.0,2916.0,419
content_3af1d5123b8a,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,13.3,104,0.31,5505.0,64713
content_705eb5bf9555,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,19.3,104,1.22,5743.0,4512
content_deed6811cf16,client_3fdba35f04,75,refresh,STRIKING_STALE_CONTENT,13.8,104,0.12,1217.0,863
content_9ff6ee46e96c,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,3.3,104,0.35,,6945
content_6b4b7f90ac0a,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,8.8,104,0.11,,16666
content_1fd11a358769,client_624b60c58c,75,rewrite metadata,LOW_CTR_ON_PAGE_1,7.4,104,0.61,5478.0,15097
content_35c28bac57e9,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,12.7,104,0.27,6449.0,2252
content_a48b2c34f432,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,18.2,104,0.13,6862.0,1500
content_ae67ec7f6a86,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,13.9,104,0.19,5555.0,7351
content_b894542ff295,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,15.8,104,0.12,6626.0,1601
content_3822b7c89316,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,5.6,104,0.22,,5113
content_d81c15506dff,client_4e07408562,75,rewrite metadata,LOW_CTR_ON_PAGE_1,4.0,104,0.18,,559
content_7fc44f087081,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,18.3,104,0.58,5856.0,10879
content_911264ec201b,client_3fdba35f04,75,refresh,STRIKING_STALE_CONTENT,15.0,104,0.14,1463.0,2173
content_eaebd42b43cd,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,7.5,104,0.09,,49350
content_0cdf0e994139,client_3fdba35f04,75,rewrite metadata,LOW_CTR_ON_PAGE_1,6.4,104,0.28,1353.0,7795
content_67bcc6182101,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,13.7,104,0.06,6115.0,6362
content_015dd044ee9f,client_4e07408562,75,rewrite metadata,LOW_CTR_ON_PAGE_1,5.0,104,0.57,,15018
content_9f27879302d7,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,6.2,104,0.0,,1410
content_c06616264b8d,client_8722616204,75,prune,LOW_IMPRESSIONS_OLD_PAGE,7.2,104,0.0,5340.0,6
content_b8fe98256cb9,client_4ec9599fc2,75,rewrite metadata,LOW_CTR_ON_PAGE_1,7.6,104,0.18,1284.0,1623
content_861205133cbc,client_3fdba35f04,75,rewrite metadata,LOW_CTR_ON_PAGE_1,4.1,104,0.0,1509.0,332
content_caacd384a89e,client_3fdba35f04,75,refresh,STRIKING_STALE_CONTENT,18.7,104,0.14,1260.0,736
content_452ee96fa4b6,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,5.3,104,0.68,,4550
content_e8e05cfce682,client_19581e27de,75,prune,LOW_IMPRESSIONS_OLD_PAGE,8.1,104,0.0,,24
content_cca221690495,client_4ec9599fc2,75,rewrite metadata,LOW_CTR_ON_PAGE_1,5.6,104,1.2,1281.0,166
content_e0e9a6798a8c,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,5.4,104,0.38,,6275
content_b5a865c03343,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,4.6,104,0.24,,3689
content_797cb8b2c397,client_8527a891e2,75,prune,LOW_IMPRESSIONS_OLD_PAGE,11.3,104,0.0,1645.0,24
content_12bb72d718fd,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,3.4,104,0.07,,11345
content_f7ffb38dda35,client_4ec9599fc2,75,expand,STRIKING_THIN_CONTENT,14.8,104,0.08,,1197
content_d56e84c0d475,client_3fdba35f04,75,refresh,STRIKING_STALE_CONTENT,12.4,104,0.43,1446.0,232
content_36374ba84bf7,client_4ec9599fc2,75,prune,LOW_IMPRESSIONS_OLD_PAGE,19.9,104,0.0,1247.0,7
content_f743efc8ee7c,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,10.5,104,0.82,8243.0,9043
content_74d16ef677bf,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,13.0,104,0.83,6107.0,13588
content_bc94c0502df9,client_3fdba35f04,75,prune,LOW_IMPRESSIONS_OLD_PAGE,5.3,104,0.0,1756.0,43
content_56678f8baf9f,client_3fdba35f04,75,rewrite metadata,LOW_CTR_ON_PAGE_1,6.4,104,0.61,1448.0,1307
content_55139d0defae,client_4e07408562,75,rewrite metadata,LOW_CTR_ON_PAGE_1,4.9,104,0.0,1397.0,270
content_ef664b387d2c,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,4.8,104,0.53,,4171
content_9b6df29f7889,client_3fdba35f04,75,rewrite metadata,LOW_CTR_ON_PAGE_1,3.1,104,0.12,1415.0,1622
content_62ba5a3fbcd3,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,14.4,104,1.06,3918.0,2929
content_453089efb2ce,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,6.6,104,0.23,,10640
content_878993918fc2,client_4e07408562,75,rewrite metadata,LOW_CTR_ON_PAGE_1,4.5,104,0.08,,1231
content_bc0edc7ef641,client_19581e27de,75,expand,STRIKING_THIN_CONTENT,15.7,104,0.12,,9719
content_34fcb24f2beb,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,4.8,104,0.15,2832.0,8603
content_baebed7147bb,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,17.0,104,0.18,3050.0,1629
content_c226cf2064d2,client_3fdba35f04,75,rewrite metadata,LOW_CTR_ON_PAGE_1,4.4,104,0.32,1702.0,929
content_bf7e47e20643,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,15.9,104,0.87,5537.0,11973
content_cd1b913fa942,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,5.3,104,0.23,,140846
content_a7427266c305,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,5.7,104,0.11,,201111
content_6dfc5ae7b202,client_624b60c58c,75,rewrite metadata,LOW_CTR_ON_PAGE_1,5.8,104,0.26,2939.0,3501
content_1a66626cc545,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,13.0,104,0.47,3728.0,214
content_c5048891b8a9,client_e29c9c180c,75,prune,LOW_IMPRESSIONS_OLD_PAGE,6.6,104,0.0,4896.0,5
content_587d75ef9289,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,9.2,104,0.05,,1910
content_017398cbabf1,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,16.0,104,0.14,7975.0,2800
content_3164f3076003,client_8527a891e2,75,refresh,STRIKING_STALE_CONTENT,16.1,104,0.04,1274.0,2696
content_e252a880a7bd,client_19581e27de,75,expand,STRIKING_THIN_CONTENT,16.6,104,0.0,,675
content_4eeb37bf13e9,client_3fdba35f04,75,rewrite metadata,LOW_CTR_ON_PAGE_1,7.5,104,0.87,1394.0,2403
content_85435771611e,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,17.4,104,0.26,4421.0,11835
content_a21b8d10077d,client_19581e27de,75,expand,STRIKING_THIN_CONTENT,18.9,104,0.05,,2118
content_bc00ffc7d959,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,3.8,104,0.34,,32761
content_6e26ac717e96,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,17.2,104,0.05,8314.0,1863
content_29cb7bdffdc0,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,10.6,104,0.0,7167.0,139
content_255392bc373e,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,3.5,104,0.21,,3334
content_4fa4b4987157,client_3fdba35f04,75,refresh,STRIKING_STALE_CONTENT,12.6,104,0.0,1328.0,137
content_0206b03697d0,client_6208ef0f77,75,rewrite metadata,LOW_CTR_ON_PAGE_1,8.2,104,0.13,6281.0,764
content_b7af38cfd021,client_6208ef0f77,75,rewrite metadata,LOW_CTR_ON_PAGE_1,8.8,104,0.3,6062.0,4330
content_4ddeecdba2f1,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,16.7,104,0.08,6300.0,2380
content_e4fd7437fc0f,client_19581e27de,75,prune,LOW_IMPRESSIONS_OLD_PAGE,12.6,104,0.0,,5
content_0a4286a0a8b7,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,13.3,104,1.4,6326.0,5430
content_a2328a83bd01,client_6208ef0f77,75,rewrite metadata,LOW_CTR_ON_PAGE_1,6.3,104,1.04,7172.0,47294
content_e2f91310fa14,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,4.8,104,0.28,,12080
content_78a8e169278b,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,7.2,104,0.16,,14080
content_eb07d2741db8,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,4.8,104,0.25,,18497
content_48abb3b2448d,client_9f14025af0,75,prune,LOW_IMPRESSIONS_OLD_PAGE,5.4,151,0.0,1138.0,27
content_829eba7c571f,client_19581e27de,75,expand,STRIKING_THIN_CONTENT,13.8,104,0.0,,500
content_58d0f5d917a8,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,11.7,104,0.88,5303.0,2617
content_cb112fce36be,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,5.6,104,0.16,2761.0,309910
content_724229f1cb24,client_4e07408562,75,rewrite metadata,LOW_CTR_ON_PAGE_1,4.5,104,0.88,,19322
content_215982bec4ef,client_3fdba35f04,75,refresh,STRIKING_STALE_CONTENT,13.5,104,0.0,1688.0,567
content_96c6f8dab92f,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,4.8,104,0.14,,2838
content_116d88a14a1c,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,13.7,104,0.0,3924.0,790
content_8d2c85cb0234,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,6.3,104,0.64,,2816
content_6d1c35c27ae1,client_8527a891e2,75,rewrite metadata,LOW_CTR_ON_PAGE_1,7.2,104,0.0,3548.0,153
content_f344ebbfbffd,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,11.7,104,0.0,7009.0,1006
content_a9b2194906e4,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,7.8,104,0.5,,2179
content_a861d470613f,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,12.8,104,0.63,5086.0,7738
content_767829faf820,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,10.1,104,0.0,6744.0,410
content_d3e1cf4ba011,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,15.4,104,0.0,4912.0,74
content_a57b45c0ef3b,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,18.2,104,0.48,5523.0,3765
content_32ec31ac4e39,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,5.7,104,0.09,,6958
content_c1d62222290d,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,5.1,104,0.37,,11681
content_4a3ee9e56550,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,19.1,104,0.07,6606.0,14132
content_8b4f0dbe11a9,client_8527a891e2,75,prune,LOW_IMPRESSIONS_OLD_PAGE,16.0,92,0.0,1805.0,2
content_95dc406ca48d,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,16.2,104,0.49,3836.0,5510
content_1e874ff8f8b2,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,6.0,104,0.04,,2723
content_d7b226a8d87e,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,14.9,104,0.0,5440.0,131
content_d706d77307f5,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,18.1,104,0.06,5382.0,1653
content_2aa0af934942,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,4.6,104,0.34,3403.0,35934
content_ee54a0253599,client_3fdba35f04,75,refresh,STRIKING_STALE_CONTENT,19.4,104,0.0,1496.0,245
content_d20b4e742dc6,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,5.8,104,0.09,3684.0,19900
content_596d4344f1d4,client_19581e27de,75,expand,STRIKING_THIN_CONTENT,14.6,104,0.38,,1582
content_724a0d3199c1,client_6208ef0f77,75,rewrite metadata,LOW_CTR_ON_PAGE_1,5.1,104,0.0,5957.0,818
content_86e4443c9102,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,5.4,104,0.38,,15386
content_6f0c6180deb5,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,7.3,104,0.32,,1877
content_e6ad35d19151,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,4.7,104,0.16,3188.0,53510
content_d0c3aa82ae82,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,19.7,104,0.38,8093.0,3723
content_69b042c3933b,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,9.2,104,0.78,,2826
content_0b292ae05614,client_3fdba35f04,75,refresh,STRIKING_STALE_CONTENT,10.3,104,0.37,1435.0,1084
content_e6e15ac13287,client_4e07408562,75,rewrite metadata,LOW_CTR_ON_PAGE_1,4.9,104,0.4,1764.0,128704
content_797a5d6353df,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,7.6,104,0.04,,2699
content_4ce881f8f32e,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,7.4,104,0.14,,713
content_04e85b7d86fe,client_19581e27de,75,expand,STRIKING_THIN_CONTENT,10.7,104,0.2,,2028
content_0d0df202dd71,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,12.2,104,0.2,5682.0,9203
content_acd898a2f08a,client_19581e27de,75,refresh,STRIKING_STALE_CONTENT,15.6,104,0.03,3096.0,2902
content_ba42d7e0d6ca,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,12.6,104,0.39,5859.0,1794
content_0508d3d7079c,client_6208ef0f77,75,rewrite metadata,LOW_CTR_ON_PAGE_1,5.9,104,0.41,3617.0,2171
content_53e3110b0240,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,3.4,104,0.22,3958.0,20942
content_7d67b997b662,client_3fdba35f04,75,rewrite metadata,LOW_CTR_ON_PAGE_1,5.5,104,0.0,1434.0,162
content_a4dcfcc0da77,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,14.2,104,0.14,5599.0,2124
content_45bb4107ad33,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,5.3,104,0.36,,94643
content_6b1ceedddf33,client_6208ef0f77,75,rewrite metadata,LOW_CTR_ON_PAGE_1,7.3,104,1.03,6130.0,66395
content_fac7dee358f9,client_02d20bbd7e,75,prune,LOW_IMPRESSIONS_OLD_PAGE,8.1,104,0.0,1356.0,8
content_27ed51699c4a,client_19581e27de,75,refresh,STRIKING_STALE_CONTENT,19.0,104,0.12,2919.0,1685
content_26180ae7ebe6,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,15.5,104,0.22,4868.0,463
content_c682e088f44f,client_3fdba35f04,75,refresh,STRIKING_STALE_CONTENT,15.0,104,0.43,1543.0,2784
content_f5fb70704716,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,7.7,104,0.0,,2316
content_02f3c4b06ce9,client_8527a891e2,75,prune,LOW_IMPRESSIONS_OLD_PAGE,10.5,103,0.0,1581.0,28
content_221a953f5db3,client_19581e27de,75,expand,STRIKING_THIN_CONTENT,15.0,104,0.27,,1483
content_3d2d274ed879,client_3fdba35f04,75,rewrite metadata,LOW_CTR_ON_PAGE_1,9.2,104,0.13,1479.0,759
content_bc3b77589ed3,client_3fdba35f04,75,rewrite metadata,LOW_CTR_ON_PAGE_1,4.2,104,0.0,1458.0,304
content_d173a4758ef4,client_8527a891e2,75,refresh,STRIKING_STALE_CONTENT,16.3,102,0.0,1862.0,102
content_b5518d4f3fea,client_4e07408562,75,rewrite metadata,LOW_CTR_ON_PAGE_1,6.2,104,0.37,,3822
content_9d70410bbefe,client_8527a891e2,75,prune,LOW_IMPRESSIONS_OLD_PAGE,5.6,104,0.0,3919.0,5
content_00202ac57009,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,18.0,104,0.09,7783.0,61832
content_e190ab3f4822,client_19581e27de,75,expand,STRIKING_THIN_CONTENT,15.8,104,0.14,,2894
content_cac1d6f46c0c,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,9.3,104,0.53,,3990
content_92e746841fe5,client_6208ef0f77,75,rewrite metadata,LOW_CTR_ON_PAGE_1,6.8,104,0.15,5562.0,680
content_a8d7a1744f79,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,7.6,104,0.19,,19133
content_eea80eacb125,client_6208ef0f77,75,rewrite metadata,LOW_CTR_ON_PAGE_1,5.6,104,0.1,6883.0,6974
content_63fff2a73f9c,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,6.2,104,0.63,,6664
content_0cbb2112e0a0,client_19581e27de,75,expand,STRIKING_THIN_CONTENT,12.2,104,0.0,,288
content_02b59c4f5428,client_6208ef0f77,75,rewrite metadata,LOW_CTR_ON_PAGE_1,5.3,104,0.11,5169.0,1787
content_0ef221c55893,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,17.9,104,0.52,6310.0,576
content_a1dfb0636e9c,client_8527a891e2,75,refresh,STRIKING_STALE_CONTENT,14.9,104,0.0,2097.0,618
content_ef7d33eb0975,client_3fdba35f04,75,rewrite metadata,LOW_CTR_ON_PAGE_1,5.1,104,0.23,1729.0,1288
content_b2639ec1c423,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,4.7,104,0.0,,753
content_9d5b1013aafa,client_19581e27de,75,expand,STRIKING_THIN_CONTENT,11.5,104,0.0,,1317
content_f80f901c2666,client_19581e27de,75,expand,STRIKING_THIN_CONTENT,13.6,104,0.24,,419
content_48e5eb18ac40,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,8.0,104,0.06,,1782
content_923d86d64f6c,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,4.3,104,0.38,,3434
content_ab5f4addedcf,client_8527a891e2,75,prune,LOW_IMPRESSIONS_OLD_PAGE,9.0,104,0.0,3134.0,3
content_8ad4a25c246c,client_4e07408562,75,refresh,STRIKING_STALE_CONTENT,12.6,104,0.48,1499.0,1239
content_9f967aa864c9,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,15.5,104,0.0,6244.0,84
content_15673b2146ec,client_8722616204,75,refresh,STRIKING_STALE_CONTENT,17.6,104,0.0,5123.0,5
content_42760a69d199,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,6.5,104,0.13,,2329
content_601f7d6e9761,client_3fdba35f04,75,refresh,STRIKING_STALE_CONTENT,10.7,104,0.7,1499.0,142
content_97a86caf3a3d,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,6.4,104,0.07,,147670
content_b7dc979708d6,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,6.5,104,0.0,,663
content_5378ff3b5f5b,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,8.7,104,0.6,,1839
content_26d5ff7f5ae9,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,18.2,104,0.0,6367.0,111
content_86d53cec4dd6,client_6208ef0f77,75,rewrite metadata,LOW_CTR_ON_PAGE_1,7.7,104,0.2,6209.0,4069
content_c4a69498b444,client_19581e27de,75,rewrite metadata,LOW_CTR_ON_PAGE_1,7.9,104,0.25,,15013
content_b4a088e86923,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,17.8,104,0.3,7111.0,49829
content_c11a8facf1ad,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,12.1,104,0.0,6914.0,122
content_9a5b8476eb7b,client_f369cb89fc,75,rewrite metadata,LOW_CTR_ON_PAGE_1,9.4,106,0.33,2963.0,1805
content_7dcf31a83b62,client_6208ef0f77,75,refresh,STRIKING_STALE_CONTENT,17.0,104,0.5,5885.0,11248
